timestamp,service_name,breaching_metric,cpu_percent_avg5,memory_percent_avg5,http_5xx_rate_avg5,db_conn_pool_wait_avg5,request_latency_p99_avg5,incident_signature,incident_id
2026-03-31T21:00:00+00:00,notification-svc,cpu_percent,24.5,62.97,0.46,244.51,63.38,normal_noisy,INC-5104
2026-04-01T01:00:00+00:00,notification-svc,cpu_percent,92.81,54.43,2.15,14.57,191.94,cpu_saturation_burst,INC-2227
2026-03-28T17:00:00+00:00,auth-service,request_latency_p99,19.5,65.94,11.33,304.04,905.27,db_pool_exhaustion,INC-0297
2026-04-03T03:00:00+00:00,order-service,cpu_percent,95.42,65.45,29.25,63.71,1798.94,cpu_saturation_burst,INC-2242
2026-03-19T03:00:00+00:00,notification-svc,request_latency_p99,86.71,70.18,28.72,73.85,832.28,cpu_saturation_burst,INC-2006
2026-03-11T15:00:00+00:00,auth-service,memory_percent,97.16,83.63,54.44,308.04,2217.75,cascade_failure,INC-3166
2026-03-09T02:00:00+00:00,auth-service,memory_percent,20.0,93.12,7.34,56.76,786.99,memory_leak_progressive,INC-1247
2026-04-01T12:00:00+00:00,payment-api,memory_percent,43.87,42.86,1.87,5.27,33.92,normal_noisy,INC-5352
2026-03-13T09:00:00+00:00,payment-api,db_conn_pool_wait_ms,50.91,53.37,11.59,242.49,1129.6,db_pool_exhaustion,INC-0292
2026-04-07T03:00:00+00:00,inventory-api,cpu_percent,81.9,73.56,6.89,23.86,112.21,memory_leak_progressive,INC-1282
2026-03-11T13:00:00+00:00,order-service,http_5xx_rate,13.26,41.44,57.19,17.23,1843.5,network_partition,INC-4145
2026-03-28T01:00:00+00:00,payment-api,http_5xx_rate,13.37,67.26,8.1,331.91,397.98,db_pool_exhaustion,INC-0323
2026-03-26T10:00:00+00:00,notification-svc,request_latency_p99,28.42,51.49,12.42,280.04,260.63,db_pool_exhaustion,INC-0299
2026-03-15T12:00:00+00:00,inventory-api,cpu_percent,85.93,23.57,0.53,6.19,143.46,cpu_saturation_burst,INC-2299
2026-04-04T03:00:00+00:00,payment-api,request_latency_p99,57.28,45.13,24.27,309.46,740.48,db_pool_exhaustion,INC-0195
2026-04-03T22:00:00+00:00,notification-svc,db_conn_pool_wait_ms,31.4,54.44,20.87,276.18,611.81,db_pool_exhaustion,INC-0064
2026-03-14T13:00:00+00:00,payment-api,http_5xx_rate,48.83,35.92,27.83,98.43,717.88,db_pool_exhaustion,INC-0394
2026-03-22T14:00:00+00:00,payment-api,request_latency_p99,27.15,82.19,3.65,7.05,618.04,memory_leak_progressive,INC-1228
2026-03-12T11:00:00+00:00,notification-svc,cpu_percent,86.16,86.54,52.48,244.67,1780.66,cascade_failure,INC-3084
2026-03-19T12:00:00+00:00,inventory-api,request_latency_p99,79.07,89.36,25.72,268.22,1376.13,cascade_failure,INC-3048
2026-03-26T15:00:00+00:00,auth-service,http_5xx_rate,33.81,43.76,28.31,5.12,2548.74,network_partition,INC-4426
2026-03-30T16:00:00+00:00,inventory-api,http_5xx_rate,14.82,66.1,16.39,268.06,402.36,db_pool_exhaustion,INC-0015
2026-04-06T13:00:00+00:00,auth-service,http_5xx_rate,29.87,50.47,1.32,3.25,478.53,normal_noisy,INC-5068
2026-03-27T23:00:00+00:00,notification-svc,request_latency_p99,97.65,72.95,42.12,349.88,2767.21,cascade_failure,INC-3101
2026-03-15T03:00:00+00:00,inventory-api,http_5xx_rate,94.19,26.58,2.53,13.0,90.47,cpu_saturation_burst,INC-2091
2026-03-11T01:00:00+00:00,order-service,request_latency_p99,11.51,30.92,29.87,38.08,1992.59,network_partition,INC-4112
2026-03-12T01:00:00+00:00,inventory-api,http_5xx_rate,27.88,49.14,8.69,243.8,473.43,db_pool_exhaustion,INC-0204
2026-04-02T18:00:00+00:00,payment-api,request_latency_p99,35.42,61.47,57.68,50.18,1275.25,network_partition,INC-4419
2026-03-15T15:00:00+00:00,auth-service,http_5xx_rate,51.06,46.67,13.04,408.03,948.82,db_pool_exhaustion,INC-0153
2026-03-09T19:00:00+00:00,payment-api,cpu_percent,9.92,45.06,0.42,158.83,34.8,normal_noisy,INC-5402
2026-03-29T00:00:00+00:00,notification-svc,request_latency_p99,87.52,54.85,1.54,13.32,195.91,cpu_saturation_burst,INC-2360
2026-04-04T13:00:00+00:00,auth-service,request_latency_p99,36.28,94.42,7.47,8.86,636.09,memory_leak_progressive,INC-1273
2026-03-23T12:00:00+00:00,payment-api,memory_percent,38.83,48.69,1.21,2.87,74.7,normal_noisy,INC-5179
2026-03-28T09:00:00+00:00,order-service,http_5xx_rate,94.25,72.52,33.19,75.24,1902.7,cpu_saturation_burst,INC-2002
2026-03-17T03:00:00+00:00,inventory-api,memory_percent,30.1,80.29,2.6,28.19,297.05,memory_leak_progressive,INC-1219
2026-03-17T23:00:00+00:00,payment-api,cpu_percent,36.98,91.7,3.22,53.64,629.64,memory_leak_progressive,INC-1113
2026-04-04T20:00:00+00:00,notification-svc,request_latency_p99,21.65,85.33,4.08,27.38,421.25,memory_leak_progressive,INC-1343
2026-03-15T21:00:00+00:00,inventory-api,http_5xx_rate,52.28,50.8,26.07,283.76,646.39,db_pool_exhaustion,INC-0267
2026-03-15T02:00:00+00:00,inventory-api,request_latency_p99,45.89,68.05,7.96,446.66,1050.53,db_pool_exhaustion,INC-0052
2026-03-13T08:00:00+00:00,inventory-api,request_latency_p99,99.92,56.19,2.27,17.5,128.13,cpu_saturation_burst,INC-2196
2026-03-09T21:00:00+00:00,order-service,cpu_percent,94.57,56.27,0.56,12.79,115.03,cpu_saturation_burst,INC-2271
2026-03-25T10:00:00+00:00,payment-api,request_latency_p99,86.54,52.56,15.85,55.42,734.84,cpu_saturation_burst,INC-2492
2026-03-19T21:00:00+00:00,notification-svc,cpu_percent,76.24,63.21,44.2,270.17,1962.33,cascade_failure,INC-3083
2026-03-17T17:00:00+00:00,inventory-api,cpu_percent,83.16,94.11,7.91,18.3,374.89,memory_leak_progressive,INC-1022
2026-03-15T05:00:00+00:00,payment-api,db_conn_pool_wait_ms,73.9,86.11,20.78,364.41,2337.62,cascade_failure,INC-3195
2026-03-20T21:00:00+00:00,payment-api,request_latency_p99,41.72,25.34,1.83,10.37,226.25,normal_noisy,INC-5164
2026-03-30T06:00:00+00:00,payment-api,cpu_percent,39.91,27.24,1.77,11.64,47.65,normal_noisy,INC-5249
2026-04-03T02:00:00+00:00,notification-svc,db_conn_pool_wait_ms,95.72,65.67,44.53,119.93,2441.41,cascade_failure,INC-3422
2026-04-04T19:00:00+00:00,payment-api,db_conn_pool_wait_ms,15.53,54.81,11.04,207.82,769.21,db_pool_exhaustion,INC-0103
2026-03-13T05:00:00+00:00,notification-svc,request_latency_p99,79.62,86.93,0.32,24.67,635.69,memory_leak_progressive,INC-1196
2026-03-25T22:00:00+00:00,order-service,request_latency_p99,44.5,36.84,27.15,58.25,19.51,network_partition,INC-4333
2026-03-15T04:00:00+00:00,payment-api,cpu_percent,25.61,52.54,0.64,5.52,95.53,normal_noisy,INC-5225
2026-03-19T11:00:00+00:00,notification-svc,http_5xx_rate,16.89,63.08,40.6,8.69,131.5,network_partition,INC-4273
2026-03-12T12:00:00+00:00,notification-svc,http_5xx_rate,30.79,47.19,44.62,52.24,126.78,network_partition,INC-4483
2026-03-17T13:00:00+00:00,order-service,db_conn_pool_wait_ms,78.49,69.92,59.37,187.74,2462.52,cascade_failure,INC-3343
2026-03-08T22:00:00+00:00,order-service,http_5xx_rate,96.41,75.39,36.46,80.56,934.55,cascade_failure,INC-3331
2026-03-26T09:00:00+00:00,inventory-api,cpu_percent,20.18,66.14,3.16,41.34,256.39,memory_leak_progressive,INC-1295
2026-03-10T11:00:00+00:00,payment-api,db_conn_pool_wait_ms,79.01,63.31,46.88,117.1,2369.63,cascade_failure,INC-3321
2026-03-15T06:00:00+00:00,auth-service,request_latency_p99,35.69,65.22,39.97,48.72,2460.72,network_partition,INC-4002
2026-03-14T06:00:00+00:00,auth-service,db_conn_pool_wait_ms,52.17,69.13,23.62,190.86,964.67,db_pool_exhaustion,INC-0145
2026-03-14T21:00:00+00:00,inventory-api,request_latency_p99,14.97,52.47,1.18,2.56,113.73,normal_noisy,INC-5026
2026-03-26T02:00:00+00:00,payment-api,cpu_percent,87.07,35.74,0.9,11.32,220.17,cpu_saturation_burst,INC-2331
2026-03-13T00:00:00+00:00,auth-service,http_5xx_rate,28.82,54.81,33.58,10.88,2518.27,network_partition,INC-4478
2026-03-25T16:00:00+00:00,payment-api,http_5xx_rate,24.38,19.96,1.08,12.11,147.45,normal_noisy,INC-5382
2026-03-29T14:00:00+00:00,notification-svc,db_conn_pool_wait_ms,58.73,46.68,18.44,161.83,687.12,db_pool_exhaustion,INC-0322
2026-03-16T14:00:00+00:00,order-service,request_latency_p99,97.33,44.89,1.07,18.86,127.7,cpu_saturation_burst,INC-2262
2026-03-17T13:00:00+00:00,payment-api,request_latency_p99,11.4,50.06,51.38,37.23,2175.97,network_partition,INC-4415
2026-04-05T04:00:00+00:00,order-service,request_latency_p99,91.64,64.92,13.23,64.18,1242.75,cpu_saturation_burst,INC-2270
2026-04-02T08:00:00+00:00,notification-svc,memory_percent,76.51,64.74,43.05,120.06,1168.61,cascade_failure,INC-3261
2026-03-18T23:00:00+00:00,payment-api,db_conn_pool_wait_ms,32.71,37.62,9.83,282.81,741.74,db_pool_exhaustion,INC-0417
2026-03-24T06:00:00+00:00,inventory-api,cpu_percent,31.02,45.24,0.95,16.82,56.88,normal_noisy,INC-5132
2026-03-19T14:00:00+00:00,order-service,request_latency_p99,30.71,40.36,46.66,44.47,32.3,network_partition,INC-4292
2026-03-09T10:00:00+00:00,notification-svc,http_5xx_rate,12.63,67.82,14.81,367.24,1123.9,db_pool_exhaustion,INC-0175
2026-04-04T22:00:00+00:00,notification-svc,cpu_percent,91.73,62.0,56.81,333.05,2445.18,cascade_failure,INC-3226
2026-03-11T09:00:00+00:00,payment-api,request_latency_p99,25.2,51.79,40.91,27.05,2059.24,network_partition,INC-4176
2026-03-16T18:00:00+00:00,order-service,db_conn_pool_wait_ms,57.94,62.04,19.84,96.49,982.62,db_pool_exhaustion,INC-0046
2026-03-24T21:00:00+00:00,inventory-api,request_latency_p99,58.4,82.95,6.78,29.23,356.8,memory_leak_progressive,INC-1186
2026-03-23T05:00:00+00:00,inventory-api,memory_percent,84.97,88.44,21.32,176.35,1416.33,cascade_failure,INC-3108
2026-03-11T03:00:00+00:00,order-service,http_5xx_rate,88.88,22.14,24.16,22.21,1176.11,cpu_saturation_burst,INC-2232
2026-03-14T00:00:00+00:00,payment-api,request_latency_p99,78.63,94.6,0.09,15.28,478.26,memory_leak_progressive,INC-1363
2026-04-06T18:00:00+00:00,auth-service,memory_percent,77.74,72.6,29.55,240.66,801.8,cascade_failure,INC-3466
2026-04-04T07:00:00+00:00,auth-service,request_latency_p99,48.63,62.11,7.77,126.0,808.66,db_pool_exhaustion,INC-0332
2026-03-20T19:00:00+00:00,inventory-api,request_latency_p99,26.12,36.22,26.86,260.34,483.25,db_pool_exhaustion,INC-0094
2026-03-31T20:00:00+00:00,payment-api,memory_percent,96.52,63.04,46.21,185.86,1834.48,cascade_failure,INC-3142
2026-04-04T01:00:00+00:00,payment-api,cpu_percent,30.21,37.79,1.37,10.18,438.42,normal_noisy,INC-5487
2026-03-14T08:00:00+00:00,payment-api,request_latency_p99,35.22,94.57,0.66,28.35,324.34,memory_leak_progressive,INC-1007
2026-03-18T00:00:00+00:00,notification-svc,http_5xx_rate,12.88,47.71,1.35,13.07,52.79,normal_noisy,INC-5410
2026-03-25T16:00:00+00:00,inventory-api,http_5xx_rate,44.48,35.39,39.9,8.86,2240.08,network_partition,INC-4046
2026-03-08T18:00:00+00:00,order-service,http_5xx_rate,46.51,62.07,28.37,179.88,675.21,db_pool_exhaustion,INC-0496
2026-03-27T07:00:00+00:00,payment-api,request_latency_p99,25.53,30.81,31.19,12.59,105.21,network_partition,INC-4133
2026-04-04T19:00:00+00:00,inventory-api,http_5xx_rate,44.87,33.77,29.39,414.65,961.14,db_pool_exhaustion,INC-0001
2026-03-29T23:00:00+00:00,inventory-api,db_conn_pool_wait_ms,59.45,36.01,25.77,325.17,251.75,db_pool_exhaustion,INC-0315
2026-04-04T18:00:00+00:00,payment-api,request_latency_p99,92.83,68.51,1.05,9.63,166.39,cpu_saturation_burst,INC-2273
2026-03-23T02:00:00+00:00,notification-svc,request_latency_p99,69.77,94.69,43.19,137.04,1059.78,cascade_failure,INC-3442
2026-03-22T13:00:00+00:00,payment-api,cpu_percent,39.79,63.57,0.99,10.48,370.68,normal_noisy,INC-5468
2026-03-26T19:00:00+00:00,notification-svc,cpu_percent,97.82,35.81,22.47,28.99,498.26,cpu_saturation_burst,INC-2317
2026-03-29T09:00:00+00:00,inventory-api,request_latency_p99,38.12,94.5,6.51,37.93,752.15,memory_leak_progressive,INC-1256
2026-03-15T04:00:00+00:00,notification-svc,request_latency_p99,82.89,73.96,48.51,433.42,1627.68,cascade_failure,INC-3271
2026-04-01T18:00:00+00:00,order-service,request_latency_p99,85.92,34.32,0.31,10.9,66.23,cpu_saturation_burst,INC-2201
2026-03-29T00:00:00+00:00,payment-api,request_latency_p99,18.54,63.68,46.96,23.08,2306.48,network_partition,INC-4175
2026-03-20T06:00:00+00:00,inventory-api,db_conn_pool_wait_ms,98.0,73.7,56.97,274.13,2330.0,cascade_failure,INC-3492
2026-04-04T06:00:00+00:00,order-service,memory_percent,60.16,84.64,6.18,21.57,453.39,memory_leak_progressive,INC-1380
2026-03-09T02:00:00+00:00,payment-api,request_latency_p99,44.61,72.1,6.61,46.18,587.65,memory_leak_progressive,INC-1266
2026-03-31T03:00:00+00:00,auth-service,memory_percent,59.57,92.01,7.36,22.03,633.56,memory_leak_progressive,INC-1428
2026-03-21T07:00:00+00:00,payment-api,request_latency_p99,30.3,43.85,53.86,18.01,1958.59,network_partition,INC-4378
2026-04-03T19:00:00+00:00,notification-svc,cpu_percent,87.37,60.61,2.11,12.48,98.85,cpu_saturation_burst,INC-2375
2026-04-01T13:00:00+00:00,order-service,db_conn_pool_wait_ms,70.43,80.42,58.77,149.99,1196.24,cascade_failure,INC-3315
2026-03-11T03:00:00+00:00,auth-service,db_conn_pool_wait_ms,68.94,71.98,35.86,151.27,2480.39,cascade_failure,INC-3299
2026-03-31T15:00:00+00:00,inventory-api,cpu_percent,38.8,79.27,0.21,39.28,646.77,memory_leak_progressive,INC-1430
2026-03-10T09:00:00+00:00,notification-svc,request_latency_p99,45.5,58.16,25.5,360.42,683.47,db_pool_exhaustion,INC-0437
2026-03-17T01:00:00+00:00,notification-svc,db_conn_pool_wait_ms,34.88,50.78,17.7,226.83,636.67,db_pool_exhaustion,INC-0197
2026-03-10T20:00:00+00:00,inventory-api,db_conn_pool_wait_ms,77.2,89.92,40.88,387.64,1012.14,cascade_failure,INC-3263
2026-03-26T08:00:00+00:00,auth-service,cpu_percent,95.73,32.89,2.91,10.57,42.58,cpu_saturation_burst,INC-2065
2026-03-30T11:00:00+00:00,notification-svc,http_5xx_rate,43.77,57.19,51.57,6.12,2337.7,network_partition,INC-4343
2026-04-02T01:00:00+00:00,auth-service,http_5xx_rate,33.91,35.48,0.26,13.27,52.17,normal_noisy,INC-5029
2026-04-06T22:00:00+00:00,order-service,http_5xx_rate,86.33,68.71,25.88,33.55,1040.2,cpu_saturation_burst,INC-2269
2026-03-12T19:00:00+00:00,inventory-api,http_5xx_rate,31.51,38.31,50.94,41.63,112.15,network_partition,INC-4324
2026-03-28T13:00:00+00:00,payment-api,request_latency_p99,49.41,35.13,0.22,19.09,117.3,normal_noisy,INC-5280
2026-03-28T18:00:00+00:00,order-service,request_latency_p99,20.64,59.9,56.2,46.1,101.2,network_partition,INC-4226
2026-03-16T18:00:00+00:00,order-service,request_latency_p99,32.75,68.17,12.17,428.85,1066.28,db_pool_exhaustion,INC-0451
2026-03-15T05:00:00+00:00,order-service,request_latency_p99,22.3,67.54,53.0,42.79,1755.98,network_partition,INC-4165
2026-03-17T08:00:00+00:00,inventory-api,request_latency_p99,37.43,64.13,56.91,19.15,1598.73,network_partition,INC-4373
2026-03-17T03:00:00+00:00,auth-service,request_latency_p99,8.74,66.99,51.18,23.38,2044.05,network_partition,INC-4013
2026-03-28T19:00:00+00:00,auth-service,http_5xx_rate,36.52,53.74,5.55,125.34,715.13,db_pool_exhaustion,INC-0271
2026-03-27T14:00:00+00:00,auth-service,request_latency_p99,77.25,80.59,44.54,419.89,1592.14,cascade_failure,INC-3341
2026-03-17T00:00:00+00:00,payment-api,request_latency_p99,11.35,44.93,1.51,14.52,60.64,normal_noisy,INC-5435
2026-03-11T10:00:00+00:00,auth-service,memory_percent,51.08,88.5,2.24,26.72,469.11,memory_leak_progressive,INC-1479
2026-04-03T19:00:00+00:00,auth-service,http_5xx_rate,10.92,68.47,21.94,9.92,107.65,network_partition,INC-4167
2026-03-11T04:00:00+00:00,notification-svc,http_5xx_rate,15.3,39.03,26.02,341.37,596.55,db_pool_exhaustion,INC-0355
2026-03-23T15:00:00+00:00,auth-service,db_conn_pool_wait_ms,82.22,66.17,23.68,168.1,2491.21,cascade_failure,INC-3377
2026-04-03T11:00:00+00:00,order-service,request_latency_p99,59.68,68.35,6.01,333.65,905.8,db_pool_exhaustion,INC-0185
2026-03-29T14:00:00+00:00,payment-api,memory_percent,36.38,25.74,1.81,18.02,75.37,normal_noisy,INC-5245
2026-03-10T12:00:00+00:00,notification-svc,memory_percent,70.53,67.91,58.21,173.05,2025.42,cascade_failure,INC-3115
2026-03-20T13:00:00+00:00,payment-api,request_latency_p99,33.0,19.62,0.26,9.17,109.31,normal_noisy,INC-5260
2026-03-25T14:00:00+00:00,inventory-api,http_5xx_rate,92.63,78.99,46.63,346.23,2875.65,cascade_failure,INC-3207
2026-03-31T06:00:00+00:00,inventory-api,http_5xx_rate,93.03,88.35,22.05,99.03,2529.68,cascade_failure,INC-3362
2026-03-26T11:00:00+00:00,inventory-api,http_5xx_rate,30.61,60.39,10.77,360.39,1105.79,db_pool_exhaustion,INC-0247
2026-03-20T07:00:00+00:00,notification-svc,cpu_percent,42.33,75.32,0.33,11.84,345.41,memory_leak_progressive,INC-1056
2026-03-27T23:00:00+00:00,order-service,http_5xx_rate,84.95,86.18,24.14,259.21,2991.28,cascade_failure,INC-3253
2026-03-28T02:00:00+00:00,notification-svc,cpu_percent,99.46,68.96,0.64,4.54,94.14,cpu_saturation_burst,INC-2365
2026-03-10T21:00:00+00:00,notification-svc,request_latency_p99,25.72,63.5,17.35,399.97,315.86,db_pool_exhaustion,INC-0068
2026-03-23T13:00:00+00:00,order-service,memory_percent,38.6,62.47,1.55,5.02,98.04,normal_noisy,INC-5119
2026-03-18T05:00:00+00:00,order-service,request_latency_p99,23.61,43.72,58.73,48.67,34.5,network_partition,INC-4285
2026-03-24T05:00:00+00:00,order-service,cpu_percent,49.07,72.78,6.51,6.83,343.65,memory_leak_progressive,INC-1033
2026-03-14T18:00:00+00:00,payment-api,http_5xx_rate,26.29,52.99,1.9,10.8,110.46,normal_noisy,INC-5374
2026-03-24T04:00:00+00:00,auth-service,memory_percent,19.45,36.41,0.72,17.52,421.24,normal_noisy,INC-5206
2026-03-10T08:00:00+00:00,order-service,memory_percent,98.74,77.81,52.44,400.15,2185.65,cascade_failure,INC-3003
2026-03-30T14:00:00+00:00,auth-service,memory_percent,69.82,83.05,6.13,19.09,369.39,memory_leak_progressive,INC-1262
2026-03-12T17:00:00+00:00,inventory-api,http_5xx_rate,41.81,57.17,0.85,9.48,140.42,normal_noisy,INC-5253
2026-04-03T14:00:00+00:00,order-service,cpu_percent,97.37,32.38,5.41,63.18,492.16,cpu_saturation_burst,INC-2212
2026-03-22T22:00:00+00:00,auth-service,request_latency_p99,29.81,59.8,31.6,51.76,2040.74,network_partition,INC-4244
2026-03-18T16:00:00+00:00,notification-svc,cpu_percent,78.38,73.52,37.34,382.86,831.63,cascade_failure,INC-3294
2026-03-25T23:00:00+00:00,notification-svc,memory_percent,24.19,69.72,1.63,38.25,384.47,memory_leak_progressive,INC-1036
2026-04-06T22:00:00+00:00,payment-api,request_latency_p99,67.15,66.66,25.47,307.14,1931.57,cascade_failure,INC-3247
2026-03-21T22:00:00+00:00,order-service,request_latency_p99,51.34,66.36,28.3,308.08,764.3,db_pool_exhaustion,INC-0464
2026-04-03T04:00:00+00:00,order-service,cpu_percent,23.53,39.38,0.92,9.45,104.07,normal_noisy,INC-5178
2026-03-11T05:00:00+00:00,notification-svc,http_5xx_rate,86.91,78.34,46.32,287.8,2552.81,cascade_failure,INC-3340
2026-03-18T21:00:00+00:00,order-service,cpu_percent,34.49,37.55,0.55,7.13,35.66,normal_noisy,INC-5363
2026-03-16T08:00:00+00:00,auth-service,request_latency_p99,48.0,60.89,10.17,301.21,1141.54,db_pool_exhaustion,INC-0125
2026-03-14T18:00:00+00:00,notification-svc,request_latency_p99,53.91,44.98,7.53,348.57,1010.96,db_pool_exhaustion,INC-0179
2026-04-06T06:00:00+00:00,auth-service,db_conn_pool_wait_ms,13.17,37.8,19.21,238.4,1112.45,db_pool_exhaustion,INC-0193
2026-03-28T19:00:00+00:00,notification-svc,http_5xx_rate,39.23,50.44,41.67,22.27,1753.54,network_partition,INC-4308
2026-03-30T13:00:00+00:00,notification-svc,http_5xx_rate,88.29,69.35,0.78,9.45,175.44,cpu_saturation_burst,INC-2430
2026-03-08T19:00:00+00:00,inventory-api,memory_percent,79.2,88.56,20.37,420.19,1086.94,cascade_failure,INC-3192
2026-03-17T16:00:00+00:00,notification-svc,memory_percent,36.53,96.13,5.52,44.01,678.99,memory_leak_progressive,INC-1242
2026-03-25T02:00:00+00:00,payment-api,request_latency_p99,96.9,29.3,0.95,11.05,207.48,cpu_saturation_burst,INC-2035
2026-03-14T10:00:00+00:00,inventory-api,request_latency_p99,97.77,95.26,48.74,432.8,2665.78,cascade_failure,INC-3467
2026-03-11T13:00:00+00:00,notification-svc,db_conn_pool_wait_ms,48.97,41.7,25.1,321.05,528.07,db_pool_exhaustion,INC-0479
2026-04-01T17:00:00+00:00,payment-api,http_5xx_rate,98.04,50.94,13.75,23.51,1875.72,cpu_saturation_burst,INC-2028
2026-04-04T01:00:00+00:00,inventory-api,cpu_percent,41.93,43.53,1.24,15.95,113.99,normal_noisy,INC-5102
2026-03-25T09:00:00+00:00,inventory-api,db_conn_pool_wait_ms,25.79,32.9,28.62,92.06,645.27,db_pool_exhaustion,INC-0369
2026-03-14T06:00:00+00:00,inventory-api,cpu_percent,33.86,46.99,0.76,7.67,93.03,normal_noisy,INC-5024
2026-03-31T06:00:00+00:00,notification-svc,memory_percent,24.99,91.38,3.05,46.34,445.61,memory_leak_progressive,INC-1346
2026-03-12T09:00:00+00:00,order-service,request_latency_p99,27.98,38.98,6.15,319.31,552.21,db_pool_exhaustion,INC-0257
2026-03-30T11:00:00+00:00,auth-service,request_latency_p99,93.09,34.52,29.87,79.4,1024.04,cpu_saturation_burst,INC-2223
2026-03-21T11:00:00+00:00,order-service,db_conn_pool_wait_ms,73.55,81.76,44.27,288.37,1479.29,cascade_failure,INC-3493
2026-03-26T11:00:00+00:00,inventory-api,db_conn_pool_wait_ms,27.23,52.28,12.41,434.7,369.8,db_pool_exhaustion,INC-0212
2026-03-18T08:00:00+00:00,payment-api,request_latency_p99,44.9,59.21,1.84,15.46,426.99,normal_noisy,INC-5190
2026-03-28T18:00:00+00:00,notification-svc,cpu_percent,77.83,90.05,51.11,399.14,2766.85,cascade_failure,INC-3450
2026-03-28T21:00:00+00:00,inventory-api,http_5xx_rate,85.23,72.57,16.84,63.45,2321.3,cpu_saturation_burst,INC-2363
2026-03-29T23:00:00+00:00,order-service,http_5xx_rate,24.17,57.47,54.57,41.83,45.44,network_partition,INC-4152
2026-03-23T19:00:00+00:00,notification-svc,request_latency_p99,23.2,31.09,47.3,19.06,110.32,network_partition,INC-4154
2026-03-18T13:00:00+00:00,payment-api,memory_percent,44.43,90.03,6.62,47.02,793.63,memory_leak_progressive,INC-1068
2026-04-04T13:00:00+00:00,auth-service,request_latency_p99,41.44,41.14,36.44,39.19,1205.85,network_partition,INC-4207
